card_id,reg_num,reg_date,file_id,ext,file_name,title,tmp_path,download_status,mime_type,pdf_path,convert_status
157,2787,2020-01-20,21062,.docx,2787_Порівняльна таблиця (21.01.2020),Порівняльна таблиця (21.01.2020),dataset_comparative_2020_2026\comparative_files\2787_Порівняльна таблиця (21.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2787_Порівняльна таблиця (21.01.2020).pdf,OK
160,2788,2020-01-20,21100,.docx,2788_Порівняльна таблиця (21.01.2020),Порівняльна таблиця (21.01.2020),dataset_comparative_2020_2026\comparative_files\2788_Порівняльна таблиця (21.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2788_Порівняльна таблиця (21.01.2020).pdf,OK
202,2691-1,2020-01-10,21473,.docx,2691-1_Порівняльна таблиця (13.01.2020),Порівняльна таблиця (13.01.2020),dataset_comparative_2020_2026\comparative_files\2691-1_Порівняльна таблиця (13.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2691-1_Порівняльна таблиця (13.01.2020).pdf,OK
248,2563-1,2020-01-02,21898,.docx,2563-1_Порівняльна таблиця (29.01.2020),Порівняльна таблиця (29.01.2020),dataset_comparative_2020_2026\comparative_files\2563-1_Порівняльна таблиця (29.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2563-1_Порівняльна таблиця (29.01.2020).pdf,OK
584,3005,2020-02-04,24712,.docx,3005_Порівняльна таблиця (04.02.2020),Порівняльна таблиця (04.02.2020),dataset_comparative_2020_2026\comparative_files\3005_Порівняльна таблиця (04.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3005_Порівняльна таблиця (04.02.2020).pdf,OK
582,3004,2020-02-04,24717,.docx,3004_Порівняльна таблиця (04.02.2020),Порівняльна таблиця (04.02.2020),dataset_comparative_2020_2026\comparative_files\3004_Порівняльна таблиця (04.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3004_Порівняльна таблиця (04.02.2020).pdf,OK
600,3012,2020-02-05,24923,.pdf,3012_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\3012_Порівняльна таблиця (05.02.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3012_Порівняльна таблиця (05.02.2020).pdf,SKIP_ALREADY_PDF
585,3007,2020-02-04,24680,.docx,3007_Порівняльна таблиця (04.02.2020),Порівняльна таблиця (04.02.2020),dataset_comparative_2020_2026\comparative_files\3007_Порівняльна таблиця (04.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3007_Порівняльна таблиця (04.02.2020).pdf,OK
588,3009,2020-02-04,24704,.docx,3009_Порівняльна таблиця (04.02.2020),Порівняльна таблиця (04.02.2020),dataset_comparative_2020_2026\comparative_files\3009_Порівняльна таблиця (04.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3009_Порівняльна таблиця (04.02.2020).pdf,OK
587,2778-1,2020-02-04,24689,.docx,2778-1_Порівняльна таблиця (04.02.2020),Порівняльна таблиця (04.02.2020),dataset_comparative_2020_2026\comparative_files\2778-1_Порівняльна таблиця (04.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2778-1_Порівняльна таблиця (04.02.2020).pdf,OK
586,2778,2020-01-17,24694,.docx,2778_Порівняльна таблиця (20.01.2020),Порівняльна таблиця (20.01.2020),dataset_comparative_2020_2026\comparative_files\2778_Порівняльна таблиця (20.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2778_Порівняльна таблиця (20.01.2020).pdf,OK
590,3010,2020-02-04,24742,.docx,3010_Порівняльна таблиця (04.02.2020),Порівняльна таблиця (04.02.2020),dataset_comparative_2020_2026\comparative_files\3010_Порівняльна таблиця (04.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3010_Порівняльна таблиця (04.02.2020).pdf,OK
589,3006,2020-02-04,24736,.docx,3006_Порівняльна таблиця (04.02.2020),Порівняльна таблиця (04.02.2020),dataset_comparative_2020_2026\comparative_files\3006_Порівняльна таблиця (04.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3006_Порівняльна таблиця (04.02.2020).pdf,OK
593,3008,2020-02-04,24756,.docx,3008_Порівняльна таблиця (04.02.2020),Порівняльна таблиця (04.02.2020),dataset_comparative_2020_2026\comparative_files\3008_Порівняльна таблиця (04.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3008_Порівняльна таблиця (04.02.2020).pdf,OK
601,3011,2020-02-05,24934,.docx,3011_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\3011_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3011_Порівняльна таблиця (05.02.2020).pdf,OK
607,3015,2020-02-05,25015,.docx,3015_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\3015_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3015_Порівняльна таблиця (05.02.2020).pdf,OK
632,2796-1,2020-02-05,25222,.docx,2796-1_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\2796-1_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2796-1_Порівняльна таблиця (05.02.2020).pdf,OK
633,2796,2020-01-22,25280,.docx,2796_Порівняльна таблиця (22.01.2020),Порівняльна таблиця (22.01.2020),dataset_comparative_2020_2026\comparative_files\2796_Порівняльна таблиця (22.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2796_Порівняльна таблиця (22.01.2020).pdf,OK
649,3016,2020-02-05,25358,.docx,3016_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\3016_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3016_Порівняльна таблиця (05.02.2020).pdf,OK
651,2786-1,2020-02-05,25368,.docx,2786-1_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\2786-1_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2786-1_Порівняльна таблиця (05.02.2020).pdf,OK
653,3017,2020-02-05,25373,.docx,3017_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\3017_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3017_Порівняльна таблиця (05.02.2020).pdf,OK
654,2788-1,2020-02-05,25390,.docx,2788-1_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\2788-1_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2788-1_Порівняльна таблиця (05.02.2020).pdf,OK
608,3013,2020-02-05,25032,.docx,3013_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\3013_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3013_Порівняльна таблиця (05.02.2020).pdf,OK
608,3013,2020-02-05,45747,.docx,3013_Порівняльна таблиця (доопрацьований) (02.03.2020),Порівняльна таблиця (доопрацьований) (02.03.2020),dataset_comparative_2020_2026\comparative_files\3013_Порівняльна таблиця (доопрацьований) (02.03.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3013_Порівняльна таблиця (доопрацьований) (02.03.2020).pdf,OK
647,3014,2020-02-05,25319,.docx,3014_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\3014_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3014_Порівняльна таблиця (05.02.2020).pdf,OK
647,3014,2020-02-05,307653,.pdf,3014_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3014_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3014_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
647,3014,2020-02-05,376423,.pdf,3014_Порівняльна таблиця (Повторний розгляд з пропозиціями Президента України),Порівняльна таблиця (Повторний розгляд з пропозиціями Президента України),dataset_comparative_2020_2026\comparative_files\3014_Порівняльна таблиця (Повторний розгляд з пропозиціями Президента України).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3014_Порівняльна таблиця (Повторний розгляд з пропозиціями Президента України).pdf,SKIP_ALREADY_PDF
647,3014,2020-02-05,409000,.pdf,3014_Порівняльна таблиця (Повторний розгляд з пропозиціями Президента України),Порівняльна таблиця (Повторний розгляд з пропозиціями Президента України),,SKIP_EXISTS,,dataset_comparative_2020_2026\pdf\3014_Порівняльна таблиця (Повторний розгляд з пропозиціями Президента України).pdf,SKIP_ALREADY_PDF
657,2785-1,2020-02-05,25406,.docx,2785-1_Порівняльна таблиця (05.02.2020),Порівняльна таблиця (05.02.2020),dataset_comparative_2020_2026\comparative_files\2785-1_Порівняльна таблиця (05.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2785-1_Порівняльна таблиця (05.02.2020).pdf,OK
662,2285-д,2020-01-14,25711,.docx,2285-д_Порівняльна таблиця (14.01.2020),Порівняльна таблиця (14.01.2020),dataset_comparative_2020_2026\comparative_files\2285-д_Порівняльна таблиця (14.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2285-д_Порівняльна таблиця (14.01.2020).pdf,OK
662,2285-д,2020-01-14,135257,.pdf,2285-д_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\2285-д_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\2285-д_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
665,2713-1,2020-01-13,25671,.docx,2713-1_Порівняльна таблиця (16.01.2020),Порівняльна таблиця (16.01.2020),dataset_comparative_2020_2026\comparative_files\2713-1_Порівняльна таблиця (16.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2713-1_Порівняльна таблиця (16.01.2020).pdf,OK
666,2713-2,2020-01-22,25665,.docx,2713-2_Порівняльна таблиця (24.01.2020),Порівняльна таблиця (24.01.2020),dataset_comparative_2020_2026\comparative_files\2713-2_Порівняльна таблиця (24.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2713-2_Порівняльна таблиця (24.01.2020).pdf,OK
669,2713-3,2020-01-23,25681,.docx,2713-3_Порівняльна таблиця (24.01.2020),Порівняльна таблиця (24.01.2020),dataset_comparative_2020_2026\comparative_files\2713-3_Порівняльна таблиця (24.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2713-3_Порівняльна таблиця (24.01.2020).pdf,OK
667,1182-1,2020-01-06,25660,.docx,1182-1_Порівняльна таблиця (09.09.2019),Порівняльна таблиця (09.09.2019),dataset_comparative_2020_2026\comparative_files\1182-1_Порівняльна таблиця (09.09.2019).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\1182-1_Порівняльна таблиця (09.09.2019).pdf,OK
674,3021,2020-02-06,25719,.docx,3021_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\3021_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3021_Порівняльна таблиця (06.02.2020).pdf,OK
672,1182-1-д,2020-01-17,25716,.docx,1182-1-д_Порівняльна таблиця (20.01.2020),Порівняльна таблиця (20.01.2020),dataset_comparative_2020_2026\comparative_files\1182-1-д_Порівняльна таблиця (20.01.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\1182-1-д_Порівняльна таблиця (20.01.2020).pdf,OK
672,1182-1-д,2020-01-17,302136,.pdf,1182-1-д_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\1182-1-д_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\1182-1-д_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
672,1182-1-д,2020-01-17,354432,.pdf,1182-1-д_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),,SKIP_EXISTS,,dataset_comparative_2020_2026\pdf\1182-1-д_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
684,3023,2020-02-06,25797,.docx,3023_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\3023_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3023_Порівняльна таблиця (06.02.2020).pdf,OK
691,2758-1,2020-02-06,25836,.docx,2758-1_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\2758-1_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2758-1_Порівняльна таблиця (06.02.2020).pdf,OK
705,2530-1,2020-02-06,25963,.docx,2530-1_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\2530-1_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2530-1_Порівняльна таблиця (06.02.2020).pdf,OK
709,3024,2020-02-06,25986,.docx,3024_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\3024_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3024_Порівняльна таблиця (06.02.2020).pdf,OK
713,3025,2020-02-06,26007,.docx,3025_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\3025_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3025_Порівняльна таблиця (06.02.2020).pdf,OK
715,3026,2020-02-06,26046,.docx,3026_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\3026_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3026_Порівняльна таблиця (06.02.2020).pdf,OK
734,3028,2020-02-06,26175,.docx,3028_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\3028_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3028_Порівняльна таблиця (06.02.2020).pdf,OK
735,3029,2020-02-06,26182,.docx,3029_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\3029_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3029_Порівняльна таблиця (06.02.2020).pdf,OK
687,2758,2020-02-06,25816,.docx,2758_Порівняльна таблиця (06.02.2020),Порівняльна таблиця (06.02.2020),dataset_comparative_2020_2026\comparative_files\2758_Порівняльна таблиця (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2758_Порівняльна таблиця (06.02.2020).pdf,OK
687,2758,2020-02-06,25821,.docx,2758_Порівняльна таблиця (доопрацьований) (06.02.2020),Порівняльна таблиця (доопрацьований) (06.02.2020),dataset_comparative_2020_2026\comparative_files\2758_Порівняльна таблиця (доопрацьований) (06.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\2758_Порівняльна таблиця (доопрацьований) (06.02.2020).pdf,OK
749,3030,2020-02-07,26386,.docx,3030_Порівняльна таблиця (07.02.2020),Порівняльна таблиця (07.02.2020),dataset_comparative_2020_2026\comparative_files\3030_Порівняльна таблиця (07.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3030_Порівняльна таблиця (07.02.2020).pdf,OK
772,3032,2020-02-07,26707,.docx,3032_Порівняльна таблиця (07.02.2020),Порівняльна таблиця (07.02.2020),dataset_comparative_2020_2026\comparative_files\3032_Порівняльна таблиця (07.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3032_Порівняльна таблиця (07.02.2020).pdf,OK
771,3031,2020-02-07,355764,.docx,3031_Порівняльна таблиця (07.02.2020),Порівняльна таблиця (07.02.2020),dataset_comparative_2020_2026\comparative_files\3031_Порівняльна таблиця (07.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3031_Порівняльна таблиця (07.02.2020).pdf,OK
774,3034,2020-02-07,26731,.docx,3034_Порівняльна таблиця (07.02.2020),Порівняльна таблиця (07.02.2020),dataset_comparative_2020_2026\comparative_files\3034_Порівняльна таблиця (07.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3034_Порівняльна таблиця (07.02.2020).pdf,OK
776,3036,2020-02-07,26791,.docx,3036_Порівняльна таблиця (07.02.2020),Порівняльна таблиця (07.02.2020),dataset_comparative_2020_2026\comparative_files\3036_Порівняльна таблиця (07.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3036_Порівняльна таблиця (07.02.2020).pdf,OK
777,3037,2020-02-07,26808,.docx,3037_Порівняльна таблиця (07.02.2020),Порівняльна таблиця (07.02.2020),dataset_comparative_2020_2026\comparative_files\3037_Порівняльна таблиця (07.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3037_Порівняльна таблиця (07.02.2020).pdf,OK
778,3038,2020-02-07,26818,.docx,3038_Порівняльна таблиця (07.02.2020),Порівняльна таблиця (07.02.2020),dataset_comparative_2020_2026\comparative_files\3038_Порівняльна таблиця (07.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3038_Порівняльна таблиця (07.02.2020).pdf,OK
845,3055,2020-02-11,27724,.pdf,3055_Порівняльна таблиця (11.02.2020),Порівняльна таблиця (11.02.2020),dataset_comparative_2020_2026\comparative_files\3055_Порівняльна таблиця (11.02.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3055_Порівняльна таблиця (11.02.2020).pdf,SKIP_ALREADY_PDF
845,3055,2020-02-11,41787,.pdf,3055_Порівняльна таблиця (доопрацьований) (24.02.2020),Порівняльна таблиця (доопрацьований) (24.02.2020),dataset_comparative_2020_2026\comparative_files\3055_Порівняльна таблиця (доопрацьований) (24.02.2020).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3055_Порівняльна таблиця (доопрацьований) (24.02.2020).pdf,SKIP_ALREADY_PDF
845,3055,2020-02-11,443338,.pdf,3055_Порівняльна таблиця (Друге читання),Порівняльна таблиця (Друге читання),dataset_comparative_2020_2026\comparative_files\3055_Порівняльна таблиця (Друге читання).pdf,OK,application/pdf,dataset_comparative_2020_2026\pdf\3055_Порівняльна таблиця (Друге читання).pdf,SKIP_ALREADY_PDF
789,3047,2020-02-10,27383,.docx,3047_Порівняльна таблиця (10.02.2020),Порівняльна таблиця (10.02.2020),dataset_comparative_2020_2026\comparative_files\3047_Порівняльна таблиця (10.02.2020).docx,OK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,D:\DIPLOM\PdfParserVRU\dataset_comparative_2020_2026\pdf\3047_Порівняльна таблиця (10.02.2020).pdf,OK
